"V1" "V2"
"" "x(602)" "E352_dump[c]_complex"
"" "E352_dump[c]_complex" "E409_pgp183_9_12_15[c]_complex"
"" "E352_dump[c]_complex" "E168_pyr[c]_complex"
"" "E240_akg[c]_complex" "E352_dump[c]_complex"
"" "E140_chlld[c]_complex" "E352_dump[c]_complex"
"" "E361_3hmop[c]_complex" "E352_dump[c]_complex"
"" "E209_h2o2[c]_iasp[c]_complex" "E352_dump[c]_complex"
"" "E25_lipidAds[c]_udp[c]_complex" "E352_dump[c]_complex"
"" "x(75)" "E352_dump[c]_complex"
"" "E137_uaagmda[c]_udp[c]_complex" "E352_dump[c]_complex"
"" "E352_dump[c]_complex" "E334_pi[c]_complex"
"" "E352_dump[c]_complex" "E81_k[c]_pi[c]_complex"
"" "E352_dump[c]_complex" "E90_mg2[c]_pi[c]_complex"
"" "E352_dump[c]_complex" "E8_pi[c]_complex"
"" "x(675)" "E352_dump[c]_complex"
"" "2-Hydroxyphenylacetate" "E352_dump[c]_complex"
"" "x(487)" "E369_akg[c]_complex"
"" "x(487)" "E95_pi[c]_complex"
"" "x(487)" "E449_pre3a[c]_complex"
"" "x(487)" "x(687)"
"" "x(487)" "E465_atp[c]_co1dam[c]_complex"
"" "x(487)" "E481_nad[c]_complex"
"" "x(487)" "x(715)"
"" "x(487)" "E229_nadh[c]_phytof[c]_complex"
"" "x(487)" "E409_pgp161[c]_complex"
"" "x(487)" "E412_sqdg183_6_9_12[c]_udp[c]_complex"
"" "x(135)" "x(487)"
"" "x(487)" "E67_glu__L[c]_pyr[c]_complex"
"" "x(487)" "E196_nh3[c]_complex"
"" "x(487)" "E208_23dhdp[c]_complex"
"" "x(487)" "E229_nadph[c]_phytof[c]_complex"
"" "x(487)" "E317_caro[c]_complex"
"" "x(487)" "E503_dvpchlld[c]_complex"
"" "x(487)" "E361_nadph[c]_complex"
"" "x(487)" "E406_4ppcys[c]_complex"
"" "x(487)" "E117_spmd[c]_complex"
"" "x(487)" "E133_pi[c]_ugmda[c]_complex"
"" "x(487)" "E151_pi[c]_complex"
"" "x(487)" "E78_mn2[c]_pi[c]_complex"
"" "x(487)" "E377_dhna[c]_complex"
"" "x(487)" "E429_pi[c]_complex"
"" "x(487)" "E442_pi[c]_complex"
"" "x(487)" "E452_pre6a[c]_complex"
"" "x(487)" "E468_adocbip[c]_gtp[c]_complex"
"" "x(487)" "E473_nh3[c]_pac[c]_complex"
"" "x(487)" "E421_dxyl5p[c]_complex"
"" "x(487)" "E409_pgp181_9[c]_complex"
"" "x(198)" "x(487)"
"" "x(487)" "E175_pi[c]_complex"
"" "(x(216)" "x(487)"
"" "x(487)" "x(503)"
"" "x(487)" "E488_nadph[c]_omppp9[c]_complex"
"" "x(487)" "E24_arg__L[c]_complex"
"" "x(487)" "E344_ppi[c]_prbamp[c]_complex"
"" "x(487)" "x(90))"
"" "(x(513)" "x(487)"
"" "x(487)" "E194_u23ga[c]_complex"
"" "x(487)" "E57_asp__L[c]_complex"
"" "x(487)" "E307_asp__L[c]_complex"
"" "x(487)" "x(53)"
"" "x(487)" "E406_ppi[c]_complex"
"" "x(487)" "E476_acgam1p[c]_complex"
"" "x(487)" "E13_udcpdp[c]_complex"
"" "S-Adenosyl-L-methionine" "H+"
"" "x(487)" "x(521)"
"" "x(487)" "E451_pre5[c]_complex"
"" "x(487)" "E390_atp[c]_fmn[c]_complex"
"" "x(487)" "x(602)"
"" "x(487)" "E409_pgp183_9_12_15[c]_complex"
"" "x(487)" "E168_pyr[c]_complex"
"" "x(487)" "E240_akg[c]_complex"
"" "x(487)" "E140_chlld[c]_complex"
"" "x(487)" "E361_3hmop[c]_complex"
"" "x(487)" "E209_h2o2[c]_iasp[c]_complex"
"" "x(487)" "E25_lipidAds[c]_udp[c]_complex"
"" "x(487)" "x(75)"
"" "x(487)" "E137_uaagmda[c]_udp[c]_complex"
"" "x(487)" "E334_pi[c]_complex"
"" "x(487)" "E81_k[c]_pi[c]_complex"
"" "x(487)" "E90_mg2[c]_pi[c]_complex"
"" "x(487)" "E8_pi[c]_complex"
"" "x(487)" "x(675)"
"" "2-Hydroxyphenylacetate" "x(487)"
"" "Delta-Tocopherol" "Gamma-Tocopherol"
"" "x(486)" "E356_amet[c]_complex"
"" "DADP C10H12N5O9P2" "DGDP C10H12N5O10P2"
"" "x(424)" "E56_h2o[c]_trdox[c]_complex"
"" "DCDP C9H12N3O10P2" "DGDP C10H12N5O10P2"
"" "E369_akg[c]_complex" "E95_pi[c]_complex"
"" "E369_akg[c]_complex" "E449_pre3a[c]_complex"
"" "x(687)" "E369_akg[c]_complex"
"" "E369_akg[c]_complex" "E465_atp[c]_co1dam[c]_complex"
"" "E369_akg[c]_complex" "E481_nad[c]_complex"
"" "x(715)" "E369_akg[c]_complex"
"" "E369_akg[c]_complex" "E229_nadh[c]_phytof[c]_complex"
"" "E369_akg[c]_complex" "E409_pgp161[c]_complex"
"" "E369_akg[c]_complex" "E412_sqdg183_6_9_12[c]_udp[c]_complex"
"" "x(135)" "E369_akg[c]_complex"
"" "E67_glu__L[c]_pyr[c]_complex" "E369_akg[c]_complex"
"" "E196_nh3[c]_complex" "E369_akg[c]_complex"
"" "E208_23dhdp[c]_complex" "E369_akg[c]_complex"
"" "E229_nadph[c]_phytof[c]_complex" "E369_akg[c]_complex"
"" "E317_caro[c]_complex" "E369_akg[c]_complex"
"" "E503_dvpchlld[c]_complex" "E369_akg[c]_complex"
"" "E361_nadph[c]_complex" "E369_akg[c]_complex"
"" "E406_4ppcys[c]_complex" "E369_akg[c]_complex"
"" "E117_spmd[c]_complex" "E369_akg[c]_complex"
"" "E133_pi[c]_ugmda[c]_complex" "E369_akg[c]_complex"
"" "E151_pi[c]_complex" "E369_akg[c]_complex"
"" "E369_akg[c]_complex" "E78_mn2[c]_pi[c]_complex"
"" "E369_akg[c]_complex" "E377_dhna[c]_complex"
"" "E369_akg[c]_complex" "E429_pi[c]_complex"
"" "E369_akg[c]_complex" "E442_pi[c]_complex"
"" "E369_akg[c]_complex" "E452_pre6a[c]_complex"
"" "E369_akg[c]_complex" "E468_adocbip[c]_gtp[c]_complex"
"" "E369_akg[c]_complex" "E473_nh3[c]_pac[c]_complex"
"" "E369_akg[c]_complex" "E421_dxyl5p[c]_complex"
"" "E369_akg[c]_complex" "E409_pgp181_9[c]_complex"
"" "x(198)" "E369_akg[c]_complex"
"" "E369_akg[c]_complex" "E175_pi[c]_complex"
"" "(x(216)" "E369_akg[c]_complex"
"" "x(503)" "E369_akg[c]_complex"
"" "E369_akg[c]_complex" "E488_nadph[c]_omppp9[c]_complex"
"" "E24_arg__L[c]_complex" "E369_akg[c]_complex"
"" "E344_ppi[c]_prbamp[c]_complex" "E369_akg[c]_complex"
"" "x(90))" "E369_akg[c]_complex"
"" "(x(513)" "E369_akg[c]_complex"
"" "E194_u23ga[c]_complex" "E369_akg[c]_complex"
"" "E57_asp__L[c]_complex" "E369_akg[c]_complex"
"" "E307_asp__L[c]_complex" "E369_akg[c]_complex"
"" "x(53)" "E369_akg[c]_complex"
"" "E406_ppi[c]_complex" "E369_akg[c]_complex"
"" "E476_acgam1p[c]_complex" "E369_akg[c]_complex"
"" "E13_udcpdp[c]_complex" "E369_akg[c]_complex"
"" "x(521)" "E369_akg[c]_complex"
"" "E369_akg[c]_complex" "E451_pre5[c]_complex"
"" "E369_akg[c]_complex" "E390_atp[c]_fmn[c]_complex"
"" "x(602)" "E369_akg[c]_complex"
"" "E369_akg[c]_complex" "E409_pgp183_9_12_15[c]_complex"
"" "E369_akg[c]_complex" "E168_pyr[c]_complex"
"" "E240_akg[c]_complex" "E369_akg[c]_complex"
"" "E140_chlld[c]_complex" "E369_akg[c]_complex"
"" "E361_3hmop[c]_complex" "E369_akg[c]_complex"
"" "E209_h2o2[c]_iasp[c]_complex" "E369_akg[c]_complex"
"" "E25_lipidAds[c]_udp[c]_complex" "E369_akg[c]_complex"
"" "x(75)" "E369_akg[c]_complex"
"" "E137_uaagmda[c]_udp[c]_complex" "E369_akg[c]_complex"
"" "E369_akg[c]_complex" "E334_pi[c]_complex"
"" "E369_akg[c]_complex" "E81_k[c]_pi[c]_complex"
"" "E369_akg[c]_complex" "E90_mg2[c]_pi[c]_complex"
"" "E369_akg[c]_complex" "E8_pi[c]_complex"
"" "x(675)" "E369_akg[c]_complex"
"" "2-Hydroxyphenylacetate" "E369_akg[c]_complex"
"" "E319_dgtp[c]_complex" "E81_h[c]_k[c]_pi[c]_complex"
"" "E319_dgtp[c]_complex" "E90_h[c]_mg2[c]_pi[c]_complex"
"" "E319_dgtp[c]_complex" "E93_cu2[c]_h[c]_pi[c]_complex"
"" "E319_dgtp[c]_complex" "E101_co2dam[c]_h[c]_pi[c]_complex"
"" "E319_dgtp[c]_complex" "E319_dctp[c]_complex"
"" "E139_h[c]_thrp[c]_complex" "E319_dgtp[c]_complex"
"" "E52_h[c]_nadp[c]_complex" "E319_dgtp[c]_complex"
"" "E297_h[c]_nadp[c]_complex" "E319_dgtp[c]_complex"
"" "E319_dgtp[c]_complex" "E8_fe3[c]_h[c]_pi[c]_complex"
"" "E319_dgtp[c]_complex" "E109_h[c]_mppp9[c]_pi[c]_complex"
"" "E319_dgtp[c]_complex" "E351_dtdp[c]_complex"
"" "E439_coa[c]_h[c]_complex" "E319_dgtp[c]_complex"
"" "E133_h[c]_pi[c]_ugmda[c]_complex" "E319_dgtp[c]_complex"
"" "E319_dttp[c]_complex" "E319_dgtp[c]_complex"
"" "E351_dudp[c]_complex" "E319_dgtp[c]_complex"
"" "E319_dgtp[c]_complex" "E78_h[c]_mn2[c]_pi[c]_complex"
"" "E319_dgtp[c]_complex" "E95_fe3[c]_h[c]_pi[c]_complex"
"" "(x(407)&x(410))" "E319_dgtp[c]_complex"
"" "E260_h[c]_skm5p[c]_complex" "E319_dgtp[c]_complex"
"" "E492_h[c]_pi[c]_uama[c]_complex" "E319_dgtp[c]_complex"
"" "E495_h[c]_pi[c]_uamag[c]_complex" "E319_dgtp[c]_complex"
"" "E498_h[c]_pi[c]_ugmd[c]_complex" "E319_dgtp[c]_complex"
"" "E506_alaala[c]_h[c]_pi[c]_complex" "E319_dgtp[c]_complex"
"" "E319_datp[c]_complex" "E319_dgtp[c]_complex"
"" "E319_dgtp[c]_complex" "E98_h[c]_pi[c]_so4[c]_complex"
"" "E319_dgtp[c]_complex" "E429_fe2[c]_h[c]_pi[c]_complex"
"" "E319_dgtp[c]_complex" "E442_cu2[c]_h[c]_pi[c]_complex"
"" "E319_dgtp[c]_complex" "E467_h[c]_pi[c]_complex"
"" "E319_dgtp[c]_complex" "E188_pppi[c]_complex"
"" "E319_dgtp[c]_complex" "E319_dutp[c]_complex"
"" "E78_atp[c]_complex" "E442_atp[c]_cu2[p]_complex"
"" "E78_atp[c]_complex" "E94_atp[c]_complex"
"" "x(131)" "E78_atp[c]_complex"
"" "x(137)" "E78_atp[c]_complex"
"" "E126_atp[c]_complex" "E78_atp[c]_complex"
"" "E224_ahcys[c]_complex" "E78_atp[c]_complex"
"" "x(468)" "E78_atp[c]_complex"
"" "E499_hmppp9[c]_nadp[c]_complex" "E78_atp[c]_complex"
"" "E14_ahdt[c]_complex" "E78_atp[c]_complex"
"" "E71_3mob[c]_accoa[c]_complex" "E78_atp[c]_complex"
"" "x(121)" "E78_atp[c]_complex"
"" "E333_trdox[c]_complex" "E78_atp[c]_complex"
"" "E78_atp[c]_complex" "E429_atp[c]_fe2[p]_complex"
"" "E78_atp[c]_complex" "E452_amet[c]_complex"
"" "E78_atp[c]_complex" "E427_nadp[c]_complex"
"" "(x(489)" "E78_atp[c]_complex"
"" "x(491))" "E78_atp[c]_complex"
"" "x(812)" "E78_atp[c]_complex"
"" "(x(194)" "E78_atp[c]_complex"
"" "x(43)" "E78_atp[c]_complex"
"" "E385_uppg3[c]_complex" "E78_atp[c]_complex"
"" "E350_imacp[c]_complex" "E78_atp[c]_complex"
"" "E360_3mob[c]_complex" "E78_atp[c]_complex"
"" "E98_atp[c]_complex" "E78_atp[c]_complex"
"" "E371_sucbz[c]_complex" "E78_atp[c]_complex"
"" "x(521)" "E78_atp[c]_complex"
"" "E78_atp[c]_complex" "E376_14dh2napcoa[c]_complex"
"" "E78_atp[c]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E78_atp[c]_complex" "E177_agm[c]_complex"
"" "E78_atp[c]_complex" "E14_dhpmp[c]_complex"
"" "E78_atp[c]_complex" "E199_udpsq[c]_complex"
"" "E47_fdp[c]_complex" "E78_atp[c]_complex"
"" "E276_fdp[c]_complex" "E78_atp[c]_complex"
"" "E170_arg__L[c]_complex" "E78_atp[c]_complex"
"" "E17_4gudbutn[c]_complex" "E78_atp[c]_complex"
"" "E178_4gudbutn[c]_complex" "E78_atp[c]_complex"
"" "E110_asn__L[c]_complex" "E78_atp[c]_complex"
"" "E131_asn__L[c]_complex" "E78_atp[c]_complex"
"" "E258_gthrd[c]_complex" "E78_atp[c]_complex"
"" "E42_cgly[c]_complex" "E78_atp[c]_complex"
"" "E156_6pgl[c]_complex" "E78_atp[c]_complex"
"" "E349_ctp[c]_complex" "E78_atp[c]_complex"
"" "E49_2pglyc[c]_complex" "E78_atp[c]_complex"
"" "E273_2pglyc[c]_complex" "E78_atp[c]_complex"
"" "E274_2pglyc[c]_complex" "E78_atp[c]_complex"
"" "E56_gtp[c]_complex" "E78_atp[c]_complex"
"" "E58_amp[c]_complex" "E78_atp[c]_complex"
"" "E315_amp[c]_complex" "E78_atp[c]_complex"
"" "E78_atp[c]_complex" "E7_atp[c]_cobalt2[c]_complex"
"" "E78_atp[c]_complex" "E415_atp[c]_cobalt2[c]_complex"
"" "E78_atp[c]_complex" "E91_atp[c]_ca2[p]_complex"
"" "E78_atp[c]_complex" "E433_atp[c]_ca2[p]_complex"
"" "E78_atp[c]_complex" "E382_25dhpp[c]_complex"
"" "E78_atp[c]_complex" "E103_adprib[c]_complex"
"" "E78_atp[c]_complex" "E474_adprib[c]_complex"
"" "E78_atp[c]_complex" "E477_csn[c]_complex"
"" "E78_atp[c]_complex" "E316_fmn[c]_complex"
"" "E78_atp[c]_complex" "E105_gtp[c]_complex"
"" "E78_atp[c]_complex" "E482_amp[c]_complex"
"" "E78_atp[c]_complex" "E329_arg__L[c]_complex"
"" "E78_atp[c]_complex" "E121_cytd[c]_complex"
"" "E78_atp[c]_complex" "E122_amp[c]_complex"
"" "E78_atp[c]_complex" "E58_cmp[c]_complex"
"" "E78_atp[c]_complex" "E315_cmp[c]_complex"
"" "E78_atp[c]_complex" "E333_ctp[c]_complex"
"" "E78_atp[c]_complex" "E179_10fthf[c]_complex"
"" "E78_atp[c]_complex" "E88_atp[c]_cobalt2[p]_complex"
"" "E349_dctp[c]_complex" "E78_atp[c]_complex"
"" "E56_trdox[c]_complex" "E78_atp[c]_complex"
"" "E78_atp[c]_complex" "E81_atp[c]_complex"
"" "E78_atp[c]_complex" "E90_atp[c]_complex"
"" "E78_atp[c]_complex" "E8_atp[c]_fe3[p]_complex"
"" "E78_atp[c]_complex" "E95_atp[c]_fe3[p]_complex"
"" "E78_atp[c]_complex" "E101_atp[c]_cobalt2[c]_complex"
"" "E78_atp[c]_complex" "E427_ipdp[c]_nadp[c]_complex"
"" "E78_atp[c]_complex" "E150_dhpmp[c]_complex"
"" "E372_sbzcoa[c]_complex" "E188_atp[c]_complex"
"" "x(217)" "E372_sbzcoa[c]_complex"
"" "E372_sbzcoa[c]_complex" "E491_cdpdodec912eg[c]_complex"
"" "E373_pran[c]_complex" "E372_sbzcoa[c]_complex"
"" "x(254)" "E372_sbzcoa[c]_complex"
"" "x(44)" "E372_sbzcoa[c]_complex"
"" "x(459)" "E372_sbzcoa[c]_complex"
"" "E344_prbamp[c]_complex" "E372_sbzcoa[c]_complex"
"" "E64_prbatp[c]_complex" "E372_sbzcoa[c]_complex"
"" "x(23)" "E372_sbzcoa[c]_complex"
"" "x(58)" "E372_sbzcoa[c]_complex"
"" "x(483)" "E372_sbzcoa[c]_complex"
"" "x(525)" "E372_sbzcoa[c]_complex"
"" "E372_sbzcoa[c]_complex" "E491_cdpdhdecg[c]_complex"
"" "E372_sbzcoa[c]_complex" "E491_cdpdodecg[c]_complex"
"" "x(713)" "E372_sbzcoa[c]_complex"
"" "E372_sbzcoa[c]_complex" "E491_cdpdodec11eg[c]_complex"
"" "E372_sbzcoa[c]_complex" "E187_h2o[c]_complex"
"" "x(110)" "E372_sbzcoa[c]_complex"
"" "E476_uacgam[c]_complex" "E372_sbzcoa[c]_complex"
"" "x(547)" "E372_sbzcoa[c]_complex"
"" "E372_sbzcoa[c]_complex" "E491_cdpdodec9eg[c]_complex"
"" "E81_h[c]_k[c]_pi[c]_complex" "E90_h[c]_mg2[c]_pi[c]_complex"
"" "E81_h[c]_k[c]_pi[c]_complex" "E93_cu2[c]_h[c]_pi[c]_complex"
"" "E81_h[c]_k[c]_pi[c]_complex" "E101_co2dam[c]_h[c]_pi[c]_complex"
"" "E81_h[c]_k[c]_pi[c]_complex" "E319_dctp[c]_complex"
"" "E139_h[c]_thrp[c]_complex" "E81_h[c]_k[c]_pi[c]_complex"
"" "E52_h[c]_nadp[c]_complex" "E81_h[c]_k[c]_pi[c]_complex"
"" "E297_h[c]_nadp[c]_complex" "E81_h[c]_k[c]_pi[c]_complex"
"" "E81_h[c]_k[c]_pi[c]_complex" "E8_fe3[c]_h[c]_pi[c]_complex"
"" "E81_h[c]_k[c]_pi[c]_complex" "E109_h[c]_mppp9[c]_pi[c]_complex"
"" "E81_h[c]_k[c]_pi[c]_complex" "E351_dtdp[c]_complex"
"" "E439_coa[c]_h[c]_complex" "E81_h[c]_k[c]_pi[c]_complex"
"" "E133_h[c]_pi[c]_ugmda[c]_complex" "E81_h[c]_k[c]_pi[c]_complex"
"" "E319_dttp[c]_complex" "E81_h[c]_k[c]_pi[c]_complex"
"" "E351_dudp[c]_complex" "E81_h[c]_k[c]_pi[c]_complex"
"" "E78_h[c]_mn2[c]_pi[c]_complex" "E81_h[c]_k[c]_pi[c]_complex"
"" "E81_h[c]_k[c]_pi[c]_complex" "E95_fe3[c]_h[c]_pi[c]_complex"
"" "(x(407)&x(410))" "E81_h[c]_k[c]_pi[c]_complex"
"" "E260_h[c]_skm5p[c]_complex" "E81_h[c]_k[c]_pi[c]_complex"
"" "E492_h[c]_pi[c]_uama[c]_complex" "E81_h[c]_k[c]_pi[c]_complex"
"" "E495_h[c]_pi[c]_uamag[c]_complex" "E81_h[c]_k[c]_pi[c]_complex"
"" "E498_h[c]_pi[c]_ugmd[c]_complex" "E81_h[c]_k[c]_pi[c]_complex"
"" "E506_alaala[c]_h[c]_pi[c]_complex" "E81_h[c]_k[c]_pi[c]_complex"
"" "E319_datp[c]_complex" "E81_h[c]_k[c]_pi[c]_complex"
"" "E98_h[c]_pi[c]_so4[c]_complex" "E81_h[c]_k[c]_pi[c]_complex"
"" "E81_h[c]_k[c]_pi[c]_complex" "E429_fe2[c]_h[c]_pi[c]_complex"
"" "E81_h[c]_k[c]_pi[c]_complex" "E442_cu2[c]_h[c]_pi[c]_complex"
"" "E81_h[c]_k[c]_pi[c]_complex" "E467_h[c]_pi[c]_complex"
"" "E81_h[c]_k[c]_pi[c]_complex" "E188_pppi[c]_complex"
"" "E81_h[c]_k[c]_pi[c]_complex" "E319_dutp[c]_complex"
"" "E439_h[c]_complex" "E376_dhna[c]_h[c]_complex"
"" "x(207)" "E376_dhna[c]_h[c]_complex"
"" "x(519)" "E376_dhna[c]_h[c]_complex"
"" "E140_chlld[c]_h[c]_complex" "E377_dhna[c]_h[c]_complex"
"" "E377_ppi[c]_complex" "E378_amet[c]_complex"
"" "x(528)" "E457_co2[c]_nadh[c]_complex"
"" "3-(4-Hydroxyphenyl)pyruvate" "Phenylpyruvate"
"" "3-(4-Hydroxyphenyl)pyruvate" "2-Hydroxyphenylacetate"
"" "E90_h[c]_mg2[c]_pi[c]_complex" "E93_cu2[c]_h[c]_pi[c]_complex"
"" "E90_h[c]_mg2[c]_pi[c]_complex" "E101_co2dam[c]_h[c]_pi[c]_complex"
"" "E90_h[c]_mg2[c]_pi[c]_complex" "E319_dctp[c]_complex"
"" "E139_h[c]_thrp[c]_complex" "E90_h[c]_mg2[c]_pi[c]_complex"
"" "E52_h[c]_nadp[c]_complex" "E90_h[c]_mg2[c]_pi[c]_complex"
"" "E297_h[c]_nadp[c]_complex" "E90_h[c]_mg2[c]_pi[c]_complex"
"" "E90_h[c]_mg2[c]_pi[c]_complex" "E8_fe3[c]_h[c]_pi[c]_complex"
"" "E90_h[c]_mg2[c]_pi[c]_complex" "E109_h[c]_mppp9[c]_pi[c]_complex"
"" "E90_h[c]_mg2[c]_pi[c]_complex" "E351_dtdp[c]_complex"
"" "E439_coa[c]_h[c]_complex" "E90_h[c]_mg2[c]_pi[c]_complex"
"" "E133_h[c]_pi[c]_ugmda[c]_complex" "E90_h[c]_mg2[c]_pi[c]_complex"
"" "E319_dttp[c]_complex" "E90_h[c]_mg2[c]_pi[c]_complex"
"" "E351_dudp[c]_complex" "E90_h[c]_mg2[c]_pi[c]_complex"
"" "E78_h[c]_mn2[c]_pi[c]_complex" "E90_h[c]_mg2[c]_pi[c]_complex"
"" "E90_h[c]_mg2[c]_pi[c]_complex" "E95_fe3[c]_h[c]_pi[c]_complex"
"" "(x(407)&x(410))" "E90_h[c]_mg2[c]_pi[c]_complex"
"" "E260_h[c]_skm5p[c]_complex" "E90_h[c]_mg2[c]_pi[c]_complex"
"" "E492_h[c]_pi[c]_uama[c]_complex" "E90_h[c]_mg2[c]_pi[c]_complex"
"" "E495_h[c]_pi[c]_uamag[c]_complex" "E90_h[c]_mg2[c]_pi[c]_complex"
"" "E498_h[c]_pi[c]_ugmd[c]_complex" "E90_h[c]_mg2[c]_pi[c]_complex"
"" "E506_alaala[c]_h[c]_pi[c]_complex" "E90_h[c]_mg2[c]_pi[c]_complex"
"" "E319_datp[c]_complex" "E90_h[c]_mg2[c]_pi[c]_complex"
"" "E98_h[c]_pi[c]_so4[c]_complex" "E90_h[c]_mg2[c]_pi[c]_complex"
"" "E429_fe2[c]_h[c]_pi[c]_complex" "E90_h[c]_mg2[c]_pi[c]_complex"
"" "E90_h[c]_mg2[c]_pi[c]_complex" "E442_cu2[c]_h[c]_pi[c]_complex"
"" "E90_h[c]_mg2[c]_pi[c]_complex" "E467_h[c]_pi[c]_complex"
"" "E90_h[c]_mg2[c]_pi[c]_complex" "E188_pppi[c]_complex"
"" "E90_h[c]_mg2[c]_pi[c]_complex" "E319_dutp[c]_complex"
"" "E8_h[c]_pi[c]_complex" "E95_h[c]_pi[c]_complex"
"" "E95_pi[c]_complex" "E449_pre3a[c]_complex"
"" "x(687)" "E95_pi[c]_complex"
"" "E95_pi[c]_complex" "E465_atp[c]_co1dam[c]_complex"
"" "E95_pi[c]_complex" "E481_nad[c]_complex"
"" "x(715)" "E95_pi[c]_complex"
"" "E95_pi[c]_complex" "E229_nadh[c]_phytof[c]_complex"
"" "E95_pi[c]_complex" "E409_pgp161[c]_complex"
"" "E95_pi[c]_complex" "E412_sqdg183_6_9_12[c]_udp[c]_complex"
"" "x(135)" "E95_pi[c]_complex"
"" "E67_glu__L[c]_pyr[c]_complex" "E95_pi[c]_complex"
"" "E196_nh3[c]_complex" "E95_pi[c]_complex"
"" "E208_23dhdp[c]_complex" "E95_pi[c]_complex"
"" "E229_nadph[c]_phytof[c]_complex" "E95_pi[c]_complex"
"" "E317_caro[c]_complex" "E95_pi[c]_complex"
"" "E503_dvpchlld[c]_complex" "E95_pi[c]_complex"
"" "E361_nadph[c]_complex" "E95_pi[c]_complex"
"" "E406_4ppcys[c]_complex" "E95_pi[c]_complex"
"" "E117_spmd[c]_complex" "E95_pi[c]_complex"
"" "E133_pi[c]_ugmda[c]_complex" "E95_pi[c]_complex"
"" "E151_pi[c]_complex" "E95_pi[c]_complex"
"" "E78_mn2[c]_pi[c]_complex" "E95_pi[c]_complex"
"" "E377_dhna[c]_complex" "E95_pi[c]_complex"
"" "E429_pi[c]_complex" "E95_pi[c]_complex"
"" "E95_pi[c]_complex" "E442_pi[c]_complex"
"" "E95_pi[c]_complex" "E452_pre6a[c]_complex"
"" "E95_pi[c]_complex" "E468_adocbip[c]_gtp[c]_complex"
"" "E95_pi[c]_complex" "E473_nh3[c]_pac[c]_complex"
"" "E95_pi[c]_complex" "E421_dxyl5p[c]_complex"
"" "E95_pi[c]_complex" "E409_pgp181_9[c]_complex"
"" "x(198)" "E95_pi[c]_complex"
"" "E95_pi[c]_complex" "E175_pi[c]_complex"
"" "(x(216)" "E95_pi[c]_complex"
"" "x(503)" "E95_pi[c]_complex"
"" "E95_pi[c]_complex" "E488_nadph[c]_omppp9[c]_complex"
"" "E24_arg__L[c]_complex" "E95_pi[c]_complex"
"" "E344_ppi[c]_prbamp[c]_complex" "E95_pi[c]_complex"
"" "x(90))" "E95_pi[c]_complex"
"" "(x(513)" "E95_pi[c]_complex"
"" "E194_u23ga[c]_complex" "E95_pi[c]_complex"
"" "E57_asp__L[c]_complex" "E95_pi[c]_complex"
"" "E307_asp__L[c]_complex" "E95_pi[c]_complex"
"" "x(53)" "E95_pi[c]_complex"
"" "E406_ppi[c]_complex" "E95_pi[c]_complex"
"" "E476_acgam1p[c]_complex" "E95_pi[c]_complex"
"" "E13_udcpdp[c]_complex" "E95_pi[c]_complex"
"" "x(521)" "E95_pi[c]_complex"
"" "E95_pi[c]_complex" "E451_pre5[c]_complex"
"" "E95_pi[c]_complex" "E390_atp[c]_fmn[c]_complex"
"" "x(602)" "E95_pi[c]_complex"
"" "E95_pi[c]_complex" "E409_pgp183_9_12_15[c]_complex"
"" "E95_pi[c]_complex" "E168_pyr[c]_complex"
"" "E240_akg[c]_complex" "E95_pi[c]_complex"
"" "E140_chlld[c]_complex" "E95_pi[c]_complex"
"" "E361_3hmop[c]_complex" "E95_pi[c]_complex"
"" "E209_h2o2[c]_iasp[c]_complex" "E95_pi[c]_complex"
"" "E25_lipidAds[c]_udp[c]_complex" "E95_pi[c]_complex"
"" "x(75)" "E95_pi[c]_complex"
"" "E137_uaagmda[c]_udp[c]_complex" "E95_pi[c]_complex"
"" "E334_pi[c]_complex" "E95_pi[c]_complex"
"" "E81_k[c]_pi[c]_complex" "E95_pi[c]_complex"
"" "E90_mg2[c]_pi[c]_complex" "E95_pi[c]_complex"
"" "E8_pi[c]_complex" "E95_pi[c]_complex"
"" "x(675)" "E95_pi[c]_complex"
"" "2-Hydroxyphenylacetate" "E95_pi[c]_complex"
"" "E447_h[c]_complex" "E449_amet[c]_complex"
"" "x(687)" "E449_pre3a[c]_complex"
"" "E449_pre3a[c]_complex" "E465_atp[c]_co1dam[c]_complex"
"" "E449_pre3a[c]_complex" "E481_nad[c]_complex"
"" "x(715)" "E449_pre3a[c]_complex"
"" "E449_pre3a[c]_complex" "E229_nadh[c]_phytof[c]_complex"
"" "E449_pre3a[c]_complex" "E409_pgp161[c]_complex"
"" "E449_pre3a[c]_complex" "E412_sqdg183_6_9_12[c]_udp[c]_complex"
"" "x(135)" "E449_pre3a[c]_complex"
"" "E67_glu__L[c]_pyr[c]_complex" "E449_pre3a[c]_complex"
"" "E196_nh3[c]_complex" "E449_pre3a[c]_complex"
"" "E208_23dhdp[c]_complex" "E449_pre3a[c]_complex"
"" "E229_nadph[c]_phytof[c]_complex" "E449_pre3a[c]_complex"
"" "E317_caro[c]_complex" "E449_pre3a[c]_complex"
"" "E503_dvpchlld[c]_complex" "E449_pre3a[c]_complex"
"" "E361_nadph[c]_complex" "E449_pre3a[c]_complex"
"" "E406_4ppcys[c]_complex" "E449_pre3a[c]_complex"
